file_id	md5	size	urls	sample_id
69c6b9398e0e2e889eb127933f633ca2	3202d6a5b3d344ffe9f6c2414d89c375	23971840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP956934_K30_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768d54740
6d91411d5ede0689305232cc773bd1c3	8f6d82da93732c2d92816656b1d68a3b	32768000	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP445627_K40_MV1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2c62090
745297f7a7f28d0d15d5060e7b737d2a	2d32d157b8b3f4dbec1f16191933d71d	28456960	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP094101_K10_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c155f4399
745297f7a7f28d0d15d5060e7b398e8c	e6283a22ad05234fa1fd636c06589a99	72355840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP824738_K60_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10f38249
69c6b9398e0e2e889eb127933f792ad9	275fb9b619ad992c2d9aff50e8aac182	675840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP740729_K50_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768c41515
69c6b9398e0e2e889eb127933f95a9b6	595525c3b6f82ae7e04a18a6f0b13852	26920960	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP063938_K30_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b7687e1ce1
69c6b9398e0e2e889eb127933f596a5f	42fb7894b3f3de80bbebf549a28cb90f	9308160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP868014_K10_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768ce2d63
69c6b9398e0e2e889eb127933f9eaa1e	e9cb88c5aa3675a32c7f7836f7e0e844	31703040	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP982160_K20_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768da8c0d
69c6b9398e0e2e889eb127933f59a257	35f6db429893d1f0da12fd56196deed9	10639360	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP360379_K30_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768a192cf
745297f7a7f28d0d15d5060e7b07fbb8	0b057157045f026dc095beb6e1e3b3a5	18063360	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP889264_K30_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10fd3fa3
